,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1157935,2008,7,20,7,1807.0,1720,2059.0,1931,1139,172.0,131.0,150.0,88.0,47.0,SEA,SFO,679,5.0,17.0,0.0,0.0,83.0,0.0,5.0
1157936,2008,7,23,3,1900.0,1722,2100.0,1933,1139,120.0,131.0,108.0,87.0,98.0,SEA,SFO,679,4.0,8.0,0.0,0.0,0.0,0.0,87.0
1157937,2008,7,27,7,1850.0,1720,2117.0,1931,1139,147.0,131.0,126.0,106.0,90.0,SEA,SFO,679,4.0,17.0,0.0,0.0,17.0,0.0,89.0
1157938,2008,7,28,1,1734.0,1722,1959.0,1933,1139,145.0,131.0,108.0,26.0,12.0,SEA,SFO,679,5.0,32.0,0.0,0.0,14.0,0.0,12.0
1157939,2008,7,30,3,1747.0,1722,2001.0,1933,1139,134.0,131.0,114.0,28.0,25.0,SEA,SFO,679,5.0,15.0,8.0,0.0,3.0,0.0,17.0
1157940,2008,7,31,4,1745.0,1722,1951.0,1933,1139,126.0,131.0,111.0,18.0,23.0,SEA,SFO,679,7.0,8.0,0.0,0.0,0.0,0.0,18.0
1158230,2008,7,5,6,1705.0,1604,1937.0,1851,1175,152.0,167.0,132.0,46.0,61.0,SEA,LAX,954,8.0,12.0,0.0,0.0,0.0,0.0,46.0
1158231,2008,7,9,3,1745.0,1543,2026.0,1827,1175,161.0,164.0,129.0,119.0,122.0,SEA,LAX,954,12.0,20.0,9.0,0.0,0.0,0.0,110.0
1158233,2008,7,11,5,1633.0,1543,1920.0,1827,1175,167.0,164.0,131.0,53.0,50.0,SEA,LAX,954,12.0,24.0,11.0,0.0,3.0,0.0,39.0
1158234,2008,7,12,6,1716.0,1602,1950.0,1846,1175,154.0,164.0,129.0,64.0,74.0,SEA,LAX,954,9.0,16.0,0.0,0.0,0.0,0.0,64.0
1158235,2008,7,16,3,1659.0,1543,1925.0,1827,1175,146.0,164.0,125.0,58.0,76.0,SEA,LAX,954,9.0,12.0,0.0,0.0,0.0,0.0,58.0
1158236,2008,7,20,7,1635.0,1546,1923.0,1830,1175,168.0,164.0,131.0,53.0,49.0,SEA,LAX,954,5.0,32.0,0.0,0.0,4.0,0.0,49.0
1158237,2008,7,22,2,1630.0,1543,1906.0,1827,1175,156.0,164.0,132.0,39.0,47.0,SEA,LAX,954,12.0,12.0,0.0,0.0,0.0,0.0,39.0
1158238,2008,7,24,4,1605.0,1543,1850.0,1827,1175,165.0,164.0,134.0,23.0,22.0,SEA,LAX,954,11.0,20.0,0.0,0.0,6.0,0.0,17.0
1158239,2008,7,25,5,1649.0,1543,1925.0,1827,1175,156.0,164.0,127.0,58.0,66.0,SEA,LAX,954,12.0,17.0,6.0,0.0,0.0,0.0,52.0
1158240,2008,7,26,6,1826.0,1602,2119.0,1846,1175,173.0,164.0,135.0,153.0,144.0,SEA,LAX,954,18.0,20.0,0.0,0.0,13.0,0.0,140.0
1158241,2008,7,27,7,1614.0,1546,1845.0,1830,1175,151.0,164.0,132.0,15.0,28.0,SEA,LAX,954,9.0,10.0,4.0,0.0,0.0,0.0,11.0
1158242,2008,7,28,1,1610.0,1543,1855.0,1827,1175,165.0,164.0,130.0,28.0,27.0,SEA,LAX,954,11.0,24.0,0.0,0.0,4.0,0.0,24.0
1158243,2008,7,29,2,1623.0,1543,1846.0,1827,1175,143.0,164.0,120.0,19.0,40.0,SEA,LAX,954,10.0,13.0,19.0,0.0,0.0,0.0,0.0
1158244,2008,7,30,3,1606.0,1543,1844.0,1827,1175,158.0,164.0,131.0,17.0,23.0,SEA,LAX,954,11.0,16.0,0.0,0.0,0.0,0.0,17.0
1158368,2008,7,7,1,1631.0,1533,1826.0,1742,1187,115.0,129.0,96.0,44.0,58.0,SEA,SFO,679,6.0,13.0,0.0,0.0,0.0,0.0,44.0
1158369,2008,7,9,3,1638.0,1533,1844.0,1742,1187,126.0,129.0,100.0,62.0,65.0,SEA,SFO,679,6.0,20.0,0.0,0.0,0.0,0.0,62.0
1158370,2008,7,12,6,1610.0,1536,1815.0,1745,1187,125.0,129.0,99.0,30.0,34.0,SEA,SFO,679,7.0,19.0,0.0,0.0,0.0,0.0,30.0
1158371,2008,7,14,1,1624.0,1533,1835.0,1742,1187,131.0,129.0,107.0,53.0,51.0,SEA,SFO,679,6.0,18.0,0.0,0.0,2.0,0.0,51.0
1158373,2008,7,16,3,1713.0,1533,1918.0,1742,1187,125.0,129.0,101.0,96.0,100.0,SEA,SFO,679,7.0,17.0,0.0,0.0,0.0,0.0,96.0
1158378,2008,7,29,2,1621.0,1533,1809.0,1742,1187,108.0,129.0,92.0,27.0,48.0,SEA,SFO,679,3.0,13.0,0.0,0.0,0.0,0.0,27.0
1158643,2008,7,19,6,608.0,601,1238.0,1154,1210,270.0,233.0,207.0,44.0,7.0,SEA,ORD,1721,8.0,55.0,7.0,0.0,37.0,0.0,0.0
1158644,2008,7,28,1,632.0,601,1222.0,1151,1210,230.0,230.0,201.0,31.0,31.0,SEA,ORD,1721,15.0,14.0,31.0,0.0,0.0,0.0,0.0
1158957,2008,7,3,4,1948.0,1910,2201.0,2121,1237,133.0,131.0,113.0,40.0,38.0,SEA,SFO,679,5.0,15.0,0.0,0.0,5.0,0.0,35.0
1158961,2008,7,15,2,1958.0,1859,2205.0,2110,1237,127.0,131.0,105.0,55.0,59.0,SEA,SFO,679,10.0,12.0,0.0,0.0,0.0,0.0,55.0
1158963,2008,7,20,7,1953.0,1902,2239.0,2110,1237,166.0,128.0,137.0,89.0,51.0,SEA,SFO,679,5.0,24.0,0.0,0.0,81.0,0.0,8.0
1158964,2008,7,21,1,1927.0,1859,2200.0,2110,1237,153.0,131.0,132.0,50.0,28.0,SEA,SFO,679,6.0,15.0,0.0,0.0,22.0,0.0,28.0
1158965,2008,7,23,3,1943.0,1859,2154.0,2110,1237,131.0,131.0,100.0,44.0,44.0,SEA,SFO,679,7.0,24.0,0.0,0.0,0.0,0.0,44.0
1158966,2008,7,25,5,1923.0,1859,2130.0,2110,1237,127.0,131.0,108.0,20.0,24.0,SEA,SFO,679,4.0,15.0,0.0,0.0,0.0,20.0,0.0
1158967,2008,7,27,7,1914.0,1902,2157.0,2110,1237,163.0,128.0,134.0,47.0,12.0,SEA,SFO,679,7.0,22.0,0.0,0.0,35.0,0.0,12.0
1158968,2008,7,28,1,2002.0,1859,2311.0,2110,1237,189.0,131.0,111.0,121.0,63.0,SEA,SFO,679,4.0,74.0,0.0,0.0,117.0,0.0,4.0
1158970,2008,7,31,4,1955.0,1859,2200.0,2110,1237,125.0,131.0,110.0,50.0,56.0,SEA,SFO,679,5.0,10.0,0.0,0.0,0.0,0.0,50.0
1161728,2008,7,2,3,1137.0,1109,1934.0,1905,1626,297.0,296.0,266.0,29.0,28.0,SEA,CLT,2279,7.0,24.0,0.0,0.0,1.0,0.0,28.0
1161990,2008,7,3,4,1205.0,1100,1957.0,1856,1626,292.0,296.0,259.0,61.0,65.0,SEA,CLT,2279,5.0,28.0,10.0,0.0,0.0,0.0,51.0
1161992,2008,7,3,4,1119.0,1109,1442.0,1409,592,203.0,180.0,156.0,33.0,10.0,SEA,PHX,1107,5.0,42.0,10.0,0.0,23.0,0.0,0.0
1162148,2008,7,4,5,2336.0,2210,714.0,603,1622,278.0,293.0,260.0,71.0,86.0,SEA,CLT,2279,4.0,14.0,10.0,0.0,0.0,0.0,61.0
1162319,2008,7,5,6,1228.0,1100,2017.0,1856,1626,289.0,296.0,262.0,81.0,88.0,SEA,CLT,2279,4.0,23.0,0.0,0.0,0.0,0.0,81.0
1162666,2008,7,6,7,251.0,2210,1052.0,603,1622,301.0,293.0,284.0,289.0,281.0,SEA,CLT,2279,6.0,11.0,110.0,0.0,8.0,0.0,171.0
1162667,2008,7,6,7,1219.0,1100,2008.0,1856,1626,289.0,296.0,264.0,72.0,79.0,SEA,CLT,2279,9.0,16.0,72.0,0.0,0.0,0.0,0.0
1162668,2008,7,6,7,2312.0,2230,714.0,638,1532,302.0,308.0,283.0,36.0,42.0,SEA,PHL,2378,7.0,12.0,7.0,0.0,0.0,0.0,29.0
1163095,2008,7,7,1,1451.0,830,2348.0,1644,752,357.0,314.0,292.0,424.0,381.0,SEA,PHL,2378,4.0,61.0,381.0,0.0,43.0,0.0,0.0
1163096,2008,7,7,1,1546.0,1335,2343.0,2149,1535,297.0,314.0,279.0,114.0,131.0,SEA,PHL,2378,5.0,13.0,16.0,0.0,0.0,0.0,98.0
1163097,2008,7,7,1,1126.0,1109,1435.0,1409,592,189.0,180.0,162.0,26.0,17.0,SEA,PHX,1107,7.0,20.0,12.0,0.0,9.0,0.0,5.0
1163514,2008,7,8,2,120.0,2210,900.0,603,1622,280.0,293.0,261.0,177.0,190.0,SEA,CLT,2279,8.0,11.0,0.0,0.0,0.0,0.0,177.0
1163978,2008,7,9,3,2325.0,2210,707.0,603,1622,282.0,293.0,267.0,64.0,75.0,SEA,CLT,2279,6.0,9.0,0.0,0.0,0.0,0.0,64.0
1164276,2008,7,10,4,1454.0,1335,2229.0,2149,1535,275.0,314.0,251.0,40.0,79.0,SEA,PHL,2378,8.0,16.0,2.0,0.0,0.0,0.0,38.0
1164277,2008,7,10,4,2142.0,1755,55.0,2046,72,193.0,171.0,169.0,249.0,227.0,SEA,PHX,1107,17.0,7.0,6.0,0.0,22.0,0.0,221.0
1164278,2008,7,10,4,1549.0,1440,1912.0,1733,616,203.0,173.0,181.0,99.0,69.0,SEA,PHX,1107,6.0,16.0,52.0,0.0,30.0,0.0,17.0
1164588,2008,7,11,5,1139.0,1100,1916.0,1856,1626,277.0,296.0,254.0,20.0,39.0,SEA,CLT,2279,3.0,20.0,18.0,0.0,0.0,0.0,2.0
1164590,2008,7,11,5,1848.0,1755,2151.0,2046,72,183.0,171.0,154.0,65.0,53.0,SEA,PHX,1107,11.0,18.0,0.0,0.0,12.0,0.0,53.0
1164591,2008,7,11,5,1309.0,1109,1604.0,1409,592,175.0,180.0,151.0,115.0,120.0,SEA,PHX,1107,5.0,19.0,115.0,0.0,0.0,0.0,0.0
1164823,2008,7,12,6,1150.0,1100,2018.0,1856,1626,328.0,296.0,285.0,82.0,50.0,SEA,CLT,2279,8.0,35.0,47.0,0.0,32.0,0.0,3.0
1165235,2008,7,13,7,2257.0,2210,633.0,603,1622,276.0,293.0,251.0,30.0,47.0,SEA,CLT,2279,10.0,15.0,11.0,0.0,0.0,0.0,19.0
1165238,2008,7,13,7,52.0,2230,847.0,638,1532,295.0,308.0,280.0,129.0,142.0,SEA,PHL,2378,4.0,11.0,10.0,0.0,0.0,0.0,119.0
1165239,2008,7,13,7,1456.0,1335,2242.0,2149,1535,286.0,314.0,263.0,53.0,81.0,SEA,PHL,2378,7.0,16.0,52.0,0.0,0.0,0.0,1.0
1165240,2008,7,13,7,1222.0,515,1520.0,806,12,178.0,171.0,148.0,434.0,427.0,SEA,PHX,1107,5.0,25.0,427.0,0.0,7.0,0.0,0.0
1165241,2008,7,13,7,1918.0,1755,2158.0,2046,72,160.0,171.0,144.0,72.0,83.0,SEA,PHX,1107,3.0,13.0,6.0,0.0,0.0,0.0,66.0
1165243,2008,7,13,7,1558.0,1440,1904.0,1733,616,186.0,173.0,160.0,91.0,78.0,SEA,PHX,1107,7.0,19.0,78.0,0.0,13.0,0.0,0.0
1165590,2008,7,14,1,1138.0,1100,1913.0,1856,1626,275.0,296.0,253.0,17.0,38.0,SEA,CLT,2279,5.0,17.0,0.0,0.0,0.0,0.0,17.0
1165591,2008,7,14,1,1036.0,830,1823.0,1644,752,287.0,314.0,259.0,99.0,126.0,SEA,PHL,2378,5.0,23.0,99.0,0.0,0.0,0.0,0.0
1165805,2008,7,15,2,1151.0,1109,1453.0,1409,592,182.0,180.0,153.0,44.0,42.0,SEA,PHX,1107,7.0,22.0,2.0,0.0,2.0,0.0,40.0
1165989,2008,7,16,3,2348.0,2230,719.0,638,1532,271.0,308.0,259.0,41.0,78.0,SEA,PHL,2378,3.0,9.0,2.0,0.0,0.0,0.0,39.0
1165990,2008,7,16,3,1429.0,1335,2212.0,2149,1535,283.0,314.0,264.0,23.0,54.0,SEA,PHL,2378,5.0,14.0,7.0,0.0,0.0,0.0,16.0
1166191,2008,7,17,4,2236.0,2210,620.0,603,1622,284.0,293.0,265.0,17.0,26.0,SEA,CLT,2279,5.0,14.0,7.0,0.0,0.0,0.0,10.0
1166192,2008,7,17,4,910.0,830,1724.0,1644,752,314.0,314.0,287.0,40.0,40.0,SEA,PHL,2378,6.0,21.0,40.0,0.0,0.0,0.0,0.0
1166193,2008,7,17,4,30.0,2230,808.0,638,1532,278.0,308.0,260.0,90.0,120.0,SEA,PHL,2378,7.0,11.0,16.0,0.0,0.0,0.0,74.0
1166446,2008,7,18,5,2159.0,2034,17.0,2301,193,138.0,147.0,117.0,76.0,85.0,SEA,LAS,866,9.0,12.0,76.0,0.0,0.0,0.0,0.0
1166447,2008,7,18,5,929.0,830,1746.0,1644,752,317.0,314.0,295.0,62.0,59.0,SEA,PHL,2378,8.0,14.0,59.0,0.0,3.0,0.0,0.0
1166684,2008,7,19,6,844.0,830,1723.0,1644,752,339.0,314.0,317.0,39.0,14.0,SEA,PHL,2378,1.0,21.0,14.0,0.0,25.0,0.0,0.0
1166685,2008,7,19,6,324.0,2230,1101.0,638,1532,277.0,308.0,264.0,263.0,294.0,SEA,PHL,2378,3.0,10.0,150.0,0.0,0.0,0.0,113.0
1166687,2008,7,19,6,1448.0,1440,1752.0,1733,616,184.0,173.0,155.0,19.0,8.0,SEA,PHX,1107,10.0,19.0,8.0,0.0,11.0,0.0,0.0
1167011,2008,7,20,7,55.0,2210,849.0,603,1622,294.0,293.0,268.0,166.0,165.0,SEA,CLT,2279,17.0,9.0,7.0,0.0,1.0,0.0,158.0
1167012,2008,7,20,7,1125.0,1100,1912.0,1856,1626,287.0,296.0,268.0,16.0,25.0,SEA,CLT,2279,3.0,16.0,16.0,0.0,0.0,0.0,0.0
1167013,2008,7,20,7,1419.0,1335,2238.0,2149,1535,319.0,314.0,282.0,49.0,44.0,SEA,PHL,2378,9.0,28.0,44.0,0.0,5.0,0.0,0.0
1167311,2008,7,21,1,2248.0,2210,633.0,603,1622,285.0,293.0,269.0,30.0,38.0,SEA,CLT,2279,6.0,10.0,6.0,0.0,0.0,0.0,24.0
1167312,2008,7,21,1,1115.0,1100,1915.0,1856,1626,300.0,296.0,270.0,19.0,15.0,SEA,CLT,2279,7.0,23.0,15.0,0.0,4.0,0.0,0.0
1167313,2008,7,21,1,1538.0,1500,1811.0,1727,111,153.0,147.0,134.0,44.0,38.0,SEA,LAS,866,9.0,10.0,0.0,0.0,6.0,0.0,38.0
1167660,2008,7,22,2,2310.0,2230,701.0,638,1532,291.0,308.0,275.0,23.0,40.0,SEA,PHL,2378,4.0,12.0,0.0,0.0,0.0,0.0,23.0
1168098,2008,7,23,3,2247.0,2210,627.0,603,1622,280.0,293.0,259.0,24.0,37.0,SEA,CLT,2279,6.0,15.0,8.0,0.0,0.0,0.0,16.0
1168099,2008,7,23,3,1305.0,1100,2116.0,1856,1626,311.0,296.0,268.0,140.0,125.0,SEA,CLT,2279,8.0,35.0,39.0,0.0,15.0,0.0,86.0
1168100,2008,7,23,3,208.0,2230,943.0,638,1532,275.0,308.0,261.0,185.0,218.0,SEA,PHL,2378,3.0,11.0,6.0,0.0,0.0,0.0,179.0
1168101,2008,7,23,3,1538.0,1335,2353.0,2149,1535,315.0,314.0,272.0,124.0,123.0,SEA,PHL,2378,24.0,19.0,0.0,0.0,96.0,0.0,28.0
1168102,2008,7,23,3,2004.0,1755,2245.0,2046,72,161.0,171.0,138.0,119.0,129.0,SEA,PHX,1107,4.0,19.0,0.0,0.0,0.0,0.0,119.0
1168589,2008,7,24,4,1228.0,1100,2021.0,1856,1626,293.0,296.0,243.0,85.0,88.0,SEA,CLT,2279,34.0,16.0,85.0,0.0,0.0,0.0,0.0
1168591,2008,7,24,4,1438.0,1335,2213.0,2149,1535,275.0,314.0,259.0,24.0,63.0,SEA,PHL,2378,2.0,14.0,7.0,0.0,0.0,0.0,17.0
1169076,2008,7,26,6,1450.0,1440,1812.0,1733,616,202.0,173.0,164.0,39.0,10.0,SEA,PHX,1107,9.0,29.0,10.0,0.0,29.0,0.0,0.0
1169459,2008,7,27,7,2241.0,2210,621.0,603,1622,280.0,293.0,260.0,18.0,31.0,SEA,CLT,2279,4.0,16.0,16.0,0.0,0.0,0.0,2.0
1169460,2008,7,27,7,1138.0,1100,1917.0,1856,1626,279.0,296.0,256.0,21.0,38.0,SEA,CLT,2279,6.0,17.0,21.0,0.0,0.0,0.0,0.0
1169461,2008,7,27,7,2227.0,2034,47.0,2301,193,140.0,147.0,123.0,106.0,113.0,SEA,LAS,866,5.0,12.0,9.0,0.0,0.0,0.0,97.0
1169464,2008,7,27,7,1527.0,1440,1805.0,1733,616,158.0,173.0,143.0,32.0,47.0,SEA,PHX,1107,5.0,10.0,2.0,0.0,0.0,0.0,30.0
1170330,2008,7,30,3,1922.0,1755,2203.0,2046,72,161.0,171.0,141.0,77.0,87.0,SEA,PHX,1107,6.0,14.0,23.0,0.0,0.0,0.0,54.0
1170696,2008,7,31,4,32.0,2230,812.0,638,1532,280.0,308.0,258.0,94.0,122.0,SEA,PHL,2378,9.0,13.0,94.0,0.0,0.0,0.0,0.0
1170698,2008,7,31,4,1212.0,1109,1513.0,1409,592,181.0,180.0,156.0,64.0,63.0,SEA,PHX,1107,5.0,20.0,0.0,0.0,1.0,0.0,63.0
1171243,2008,7,1,2,2015.0,2000,2235.0,2215,3580,80.0,75.0,59.0,20.0,15.0,SEA,BOI,399,4.0,17.0,0.0,0.0,5.0,0.0,15.0
1171244,2008,7,1,2,2101.0,2045,2159.0,2140,3427,58.0,55.0,38.0,19.0,16.0,SEA,GEG,224,5.0,15.0,0.0,0.0,3.0,0.0,16.0
1171247,2008,7,1,2,1621.0,1555,2214.0,2155,3680,233.0,240.0,217.0,19.0,26.0,SEA,MDW,1733,6.0,10.0,19.0,0.0,0.0,0.0,0.0
1172047,2008,7,19,6,1313.0,1251,1613.0,1555,1170,120.0,124.0,89.0,18.0,22.0,SEA,SLC,689,6.0,25.0,7.0,0.0,0.0,0.0,11.0
1172186,2008,7,20,7,651.0,630,1521.0,1455,88,330.0,325.0,281.0,26.0,21.0,SEA,JFK,2421,31.0,18.0,21.0,0.0,5.0,0.0,0.0
1172217,2008,7,20,7,1257.0,1240,2151.0,2115,162,354.0,335.0,293.0,36.0,17.0,SEA,JFK,2421,32.0,29.0,0.0,0.0,36.0,0.0,0.0
1172361,2008,7,20,7,629.0,600,1433.0,1347,1050,304.0,287.0,274.0,46.0,29.0,SEA,ATL,2182,9.0,21.0,29.0,0.0,17.0,0.0,0.0
1172373,2008,7,20,7,829.0,720,1116.0,1025,1100,107.0,125.0,87.0,51.0,69.0,SEA,SLC,689,7.0,13.0,51.0,0.0,0.0,0.0,0.0
1172392,2008,7,20,7,800.0,605,1103.0,910,1162,123.0,125.0,85.0,113.0,115.0,SEA,SLC,689,14.0,24.0,113.0,0.0,0.0,0.0,0.0
1172397,2008,7,20,7,1805.0,1545,2107.0,1844,1172,122.0,119.0,88.0,143.0,140.0,SEA,SLC,689,10.0,24.0,0.0,0.0,3.0,0.0,140.0
1172545,2008,7,20,7,117.0,2335,820.0,651,1756,243.0,256.0,224.0,89.0,102.0,SEA,CVG,1964,7.0,12.0,5.0,0.0,0.0,0.0,84.0
1172842,2008,7,21,1,9.0,2350,750.0,735,1062,281.0,285.0,260.0,15.0,19.0,SEA,ATL,2182,6.0,15.0,1.0,0.0,0.0,0.0,14.0
1173291,2008,7,22,2,1301.0,1255,2109.0,2050,1056,308.0,295.0,275.0,19.0,6.0,SEA,ATL,2182,19.0,14.0,1.0,0.0,13.0,0.0,5.0
1173293,2008,7,22,2,1412.0,1404,2214.0,2155,1058,302.0,291.0,276.0,19.0,8.0,SEA,ATL,2182,7.0,19.0,8.0,0.0,11.0,0.0,0.0
1173294,2008,7,22,2,2306.0,2215,630.0,554,1060,264.0,279.0,244.0,36.0,51.0,SEA,ATL,2182,6.0,14.0,1.0,0.0,0.0,0.0,35.0
1173295,2008,7,22,2,300.0,2350,1033.0,735,1062,273.0,285.0,249.0,178.0,190.0,SEA,ATL,2182,9.0,15.0,0.0,0.0,0.0,0.0,178.0
1173325,2008,7,22,2,1312.0,1251,1611.0,1555,1170,119.0,124.0,90.0,16.0,21.0,SEA,SLC,689,5.0,24.0,1.0,0.0,0.0,0.0,15.0
1173584,2008,7,23,3,1306.0,1240,2224.0,2115,162,378.0,335.0,341.0,69.0,26.0,SEA,JFK,2421,13.0,24.0,0.0,0.0,69.0,0.0,0.0
1174356,2008,7,24,4,1453.0,1404,2222.0,2155,1058,269.0,291.0,246.0,27.0,49.0,SEA,ATL,2182,8.0,15.0,20.0,0.0,0.0,0.0,7.0
1174357,2008,7,24,4,2339.0,2215,709.0,554,1060,270.0,279.0,241.0,75.0,84.0,SEA,ATL,2182,11.0,18.0,0.0,0.0,0.0,0.0,75.0
1174412,2008,7,24,4,1048.0,1007,1345.0,1305,1265,117.0,118.0,91.0,40.0,41.0,SEA,SLC,689,6.0,20.0,35.0,0.0,0.0,0.0,5.0
1174539,2008,7,24,4,2355.0,2335,707.0,651,1756,252.0,256.0,222.0,16.0,20.0,SEA,CVG,1964,7.0,23.0,16.0,0.0,0.0,0.0,0.0
1175061,2008,7,26,6,1301.0,1240,2130.0,2115,162,329.0,335.0,277.0,15.0,21.0,SEA,JFK,2421,25.0,27.0,7.0,0.0,0.0,0.0,8.0
1175064,2008,7,26,6,1203.0,1145,2024.0,1939,172,321.0,294.0,291.0,45.0,18.0,SEA,ATL,2182,8.0,22.0,18.0,0.0,27.0,0.0,0.0
1175192,2008,7,26,6,120.0,2350,857.0,735,1062,277.0,285.0,252.0,82.0,90.0,SEA,ATL,2182,9.0,16.0,0.0,0.0,0.0,0.0,82.0
1175427,2008,7,27,7,1435.0,1240,2325.0,2115,162,350.0,335.0,321.0,130.0,115.0,SEA,JFK,2421,8.0,21.0,0.0,0.0,125.0,0.0,5.0
1175584,2008,7,27,7,1446.0,1404,2215.0,2155,1058,269.0,291.0,240.0,20.0,42.0,SEA,ATL,2182,9.0,20.0,1.0,0.0,0.0,0.0,19.0
1176032,2008,7,28,1,9.0,2350,755.0,735,1062,286.0,285.0,256.0,20.0,19.0,SEA,ATL,2182,7.0,23.0,0.0,0.0,1.0,0.0,19.0
1176059,2008,7,28,1,1209.0,1135,1928.0,1855,1210,259.0,260.0,224.0,33.0,34.0,SEA,CVG,1964,7.0,28.0,32.0,0.0,0.0,0.0,1.0
1176325,2008,7,29,2,1327.0,1240,2220.0,2115,162,353.0,335.0,319.0,65.0,47.0,SEA,JFK,2421,10.0,24.0,0.0,0.0,65.0,0.0,0.0
1176328,2008,7,29,2,1158.0,1145,2025.0,1939,172,327.0,294.0,287.0,46.0,13.0,SEA,ATL,2182,20.0,20.0,0.0,0.0,33.0,0.0,13.0
1176487,2008,7,29,2,1306.0,1255,2127.0,2050,1056,321.0,295.0,271.0,37.0,11.0,SEA,ATL,2182,16.0,34.0,7.0,0.0,26.0,0.0,4.0
1176488,2008,7,29,2,1414.0,1404,2230.0,2155,1058,316.0,291.0,290.0,35.0,10.0,SEA,ATL,2182,9.0,17.0,2.0,0.0,25.0,0.0,8.0
1176512,2008,7,29,2,1324.0,1251,1623.0,1555,1170,119.0,124.0,88.0,28.0,33.0,SEA,SLC,689,8.0,23.0,0.0,0.0,0.0,0.0,28.0
1176908,2008,7,30,3,1631.0,1545,1917.0,1844,1172,106.0,119.0,85.0,33.0,46.0,SEA,SLC,689,4.0,17.0,13.0,0.0,0.0,0.0,20.0
1177150,2008,7,31,4,1208.0,1145,2011.0,1939,172,303.0,294.0,269.0,32.0,23.0,SEA,ATL,2182,7.0,27.0,0.0,0.0,9.0,0.0,23.0
1177388,2008,7,31,4,1317.0,1255,2148.0,2050,1056,331.0,295.0,253.0,58.0,22.0,SEA,ATL,2182,52.0,26.0,0.0,0.0,36.0,0.0,22.0
1177391,2008,7,31,4,2302.0,2215,629.0,554,1060,267.0,279.0,240.0,35.0,47.0,SEA,ATL,2182,8.0,19.0,6.0,0.0,0.0,0.0,29.0
1177393,2008,7,31,4,208.0,2350,937.0,735,1062,269.0,285.0,247.0,122.0,138.0,SEA,ATL,2182,6.0,16.0,122.0,0.0,0.0,0.0,0.0
1186197,2008,7,2,3,706.0,552,1036.0,930,136,150.0,158.0,126.0,66.0,74.0,SEA,DEN,1024,10.0,14.0,66.0,0.0,0.0,0.0,0.0
1186439,2008,7,6,7,2136.0,2018,57.0,2347,848,141.0,149.0,122.0,70.0,78.0,SEA,DEN,1024,7.0,12.0,0.0,0.0,18.0,0.0,52.0
1186480,2008,7,6,7,1433.0,1425,1845.0,1803,836,192.0,158.0,132.0,42.0,8.0,SEA,DEN,1024,7.0,53.0,0.0,0.0,37.0,0.0,5.0
1186570,2008,7,7,1,2056.0,2018,16.0,2347,848,140.0,149.0,124.0,29.0,38.0,SEA,DEN,1024,7.0,9.0,3.0,0.0,23.0,0.0,3.0
1186668,2008,7,8,2,1747.0,1657,2112.0,2035,832,145.0,158.0,126.0,37.0,50.0,SEA,DEN,1024,9.0,10.0,0.0,0.0,0.0,0.0,37.0
1186673,2008,7,8,2,2057.0,2018,21.0,2347,848,144.0,149.0,126.0,34.0,39.0,SEA,DEN,1024,8.0,10.0,0.0,0.0,19.0,0.0,15.0
1186783,2008,7,8,2,1536.0,1425,1911.0,1803,282,155.0,158.0,123.0,68.0,71.0,SEA,DEN,1024,14.0,18.0,58.0,0.0,7.0,0.0,3.0
1186861,2008,7,10,4,1443.0,1425,1820.0,1803,282,157.0,158.0,126.0,17.0,18.0,SEA,DEN,1024,8.0,23.0,0.0,0.0,0.0,0.0,17.0
1186866,2008,7,10,4,2041.0,2018,3.0,2347,848,142.0,149.0,119.0,16.0,23.0,SEA,DEN,1024,6.0,17.0,0.0,0.0,0.0,0.0,16.0
1187155,2008,7,15,2,2042.0,2018,8.0,2347,848,146.0,149.0,126.0,21.0,24.0,SEA,DEN,1024,8.0,12.0,0.0,0.0,0.0,0.0,21.0
1187220,2008,7,16,3,1445.0,1425,1823.0,1803,282,158.0,158.0,125.0,20.0,20.0,SEA,DEN,1024,13.0,20.0,19.0,0.0,1.0,0.0,0.0
1187310,2008,7,17,4,1103.0,1055,1446.0,1430,846,163.0,155.0,133.0,16.0,8.0,SEA,DEN,1024,10.0,20.0,0.0,0.0,15.0,0.0,1.0
1187339,2008,7,18,5,1509.0,1425,1836.0,1803,282,147.0,158.0,119.0,33.0,44.0,SEA,DEN,1024,5.0,23.0,17.0,0.0,16.0,0.0,0.0
1187437,2008,7,19,6,1159.0,1055,1533.0,1430,846,154.0,155.0,126.0,63.0,64.0,SEA,DEN,1024,7.0,21.0,0.0,0.0,2.0,0.0,61.0
1187798,2008,7,23,3,1119.0,1055,1521.0,1430,846,182.0,155.0,152.0,51.0,24.0,SEA,DEN,1024,8.0,22.0,0.0,0.0,32.0,0.0,19.0
1187876,2008,7,24,4,2045.0,2018,18.0,2347,848,153.0,149.0,128.0,31.0,27.0,SEA,DEN,1024,9.0,16.0,0.0,0.0,4.0,0.0,27.0
1187958,2008,7,24,4,1112.0,1055,1447.0,1430,846,155.0,155.0,132.0,17.0,17.0,SEA,DEN,1024,11.0,12.0,0.0,0.0,3.0,0.0,14.0
